id,numero_recolecta,nombre_cientifico,nombre_comun,habitat,datos_morfologicos,epoca_floracion,epoca_fructificacion,usos_tradicionales,note
776,POL-D7870C6B-2023,Cordia dodecandra,Siricote,,"El siricote o ciricote (Cordia dodecandra)​es un árbol de la familia de las Boraginaceas, originario del sur de México, Guatemala y Belice. Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.",Es un árbol caducifolio de flores amarillo-rojizas que llega a crecer hasta 30 m de altura.,"Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​","Generalmente se cultiva con fines de ornamentación; además, su madera se usa para la fabricación de muebles y guitarras y como remedio casero contra resfriados; su fruta es comestible y sus hojas se usan con fines de limpieza.​",
777,POL-CCADCC8F-2023,Conocarpus erectus,Mangle botoncillo,"El mangle botoncillo o mangle zaragoza (Conocarpus erectus) es un árbol de la familia Combretaceae que crece en las costas, en las regiones tropicales y subtropicales de todo el mundo, incluyendo Florida, las Bermudas, las Bahamas, el Caribe, Centroamérica y desde el sur de México hasta Brasil en la costa atlántica y de México a Ecuador en la costa del Pacífico, así como en África occidental, Melanesia y Polinesia.","El mangle botoncillo o mangle zaragoza (Conocarpus erectus) es un árbol de la familia Combretaceae que crece en las costas, en las regiones tropicales y subtropicales de todo el mundo, incluyendo Florida, las Bermudas, las Bahamas, el Caribe, Centroamérica y desde el sur de México hasta Brasil en la costa atlántica y de México a Ecuador en la costa del Pacífico, así como en África occidental, Melanesia y Polinesia. Es una de las dos especies de mangles pertenecientes al género Conocarpus.","El mangle botoncillo o mangle zaragoza (Conocarpus erectus) es un árbol de la familia Combretaceae que crece en las costas, en las regiones tropicales y subtropicales de todo el mundo, incluyendo Florida, las Bermudas, las Bahamas, el Caribe, Centroamérica y desde el sur de México hasta Brasil en la costa atlántica y de México a Ecuador en la costa del Pacífico, así como en África occidental, Melanesia y Polinesia.",,,
778,POL-B0AF2391-2023,Bixa orellana,Achiote,"Bixa orellana, llamada comúnmente​​ achiote, achote, achuete, acotillo, anate, bija, cacicuto, onoto, rocú, urucú, ururú, además de otros nombres locales, es una especie botánica arborescente de la familia de las bixáceas, de las regiones intertropicales de América, cultivado específicamente en América Central, Bolivia desde la época precolombina, Brasil, Colombia, Ecuador, México, Perú, República Dominicana y Venezuela​ En Paraguay crece en forma espontánea en el sotobosque nativo.","Bixa orellana, llamada comúnmente​​ achiote, achote, achuete, acotillo, anate, bija, cacicuto, onoto, rocú, urucú, ururú, además de otros nombres locales, es una especie botánica arborescente de la familia de las bixáceas, de las regiones intertropicales de América, cultivado específicamente en América Central, Bolivia desde la época precolombina, Brasil, Colombia, Ecuador, México, Perú, República Dominicana y Venezuela​ En Paraguay crece en forma espontánea en el sotobosque nativo. De su fruto se obtiene la especia homónima, empleada como colorante y condimento en la comida popular.",,"De su fruto se obtiene la especia homónima, empleada como colorante y condimento en la comida popular.",,
779,POL-3B0A2656-2023,Brosimum alicastrum,Ramon,,"El ramón (Brosimum alicastrum), ojoche, nogal maya, o guáimaro (en la costa Caribe de Colombia)  es un árbol de la familia de las Moraceae, división de las angiospermas, que incluye las del género Ficus y las moreras. Se encuentra desde México hasta Perú y Brasil, pasando por Guatemala, El Salvador, Honduras, Nicaragua, Costa Rica, Panamá, Guyana, Venezuela, Brasil, Bolivia, Colombia, Ecuador.",,,,
780,POL-F299B397-2023,Astrocaryum mexicanum,Chocho,,Astrocaryum mexicanum es una especie de planta de la familia de las palmeras (Arecaceae). Astrocaryum mexicanum fue descrita por Liebm.,,,,
781,POL-D08F174B-2022,Mentha spicata,Menta,,"Mentha spicata, conocida popularmente como hierbabuena, yerbabuena o menta de jardín, es una especie del género Mentha, una hierba aromática muy empleada en gastronomía y perfumería por su aroma intenso y fresco.",,,,
782,POL-F0551139-2022,Ocimum basilicum,Albahaca,"Ocimum basilicum es una hierba aromática anual de la familia de las lamiáceas nativa de las regiones tropicales de África Central y el sudeste asiático, que se cultiva desde hace milenios.​ Es una planta tierna y se utiliza en cocinas de todo el mundo.","Ocimum basilicum es una hierba aromática anual de la familia de las lamiáceas nativa de las regiones tropicales de África Central y el sudeste asiático, que se cultiva desde hace milenios.​ Es una planta tierna y se utiliza en cocinas de todo el mundo. Hay muchas variedades de Ocimum basilicum, así como varias especies relacionadas.","thyrsiflora), Ocimum × citriodorum y el tulsí.",,,
783,POL-508B8E8E-2023,Piscidia piscipula,Jabín,"Piscidia piscipula, llamado comúnmente barbasco, palo de agua, jabil, jabín o chijol, es una especie de árbol tropical de tamaño mediano, de hojas caducas, nativa del sur de Florida, los Cayos de la Florida, Tejas, de Antillas y América Latina.","Piscidia piscipula, llamado comúnmente barbasco, palo de agua, jabil, jabín o chijol, es una especie de árbol tropical de tamaño mediano, de hojas caducas, nativa del sur de Florida, los Cayos de la Florida, Tejas, de Antillas y América Latina. El árbol tiene valor medicinal como analgésico y sedante.​ Piscidia piscipula fue descrita por (L.) Sarg.","Piscidia piscipula, llamado comúnmente barbasco, palo de agua, jabil, jabín o chijol, es una especie de árbol tropical de tamaño mediano, de hojas caducas, nativa del sur de Florida, los Cayos de la Florida, Tejas, de Antillas y América Latina.",,El árbol tiene valor medicinal como analgésico y sedante.​ Piscidia piscipula fue descrita por (L.) Sarg.,
784,POL-85E86557-2022,Eichhornia crassipes,Lirio acuático,Su abundancia cambia drásticamente las condiciones de los humedales.,"Quizás esté buscando el género Victoria de la familia de las ninfáceas. El jacinto de agua, lirio acuático, flor de bora, buchón de agua, camalote, aguapey, lechuguín,​ tarope, tarulla, taruya o  reyna (Eichhornia crassipes)  es una planta acuática de la familia de las Pontederiaceae.","El jacinto de agua, lirio acuático, flor de bora, buchón de agua, camalote, aguapey, lechuguín,​ tarope, tarulla, taruya o  reyna (Eichhornia crassipes)  es una planta acuática de la familia de las Pontederiaceae.",,"Es usada como planta medicinal, fertilizante de suelos y decorativa.",
785,POL-C39CC1E8-2024,Solanum lycopersicum,Tomate,,"Solanum lycopersicum, conocida comúnmente como tomate o tomatera es una especie de planta herbácea del género Solanum de la familia Solanaceae. Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.",,"Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.","Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.",
786,POL-7B6B4509-2023,Plumeria rubra,Flor de mayo,"Plumeria rubra, de nombre común cacaloxóchitl, cacalosúchil, flor de mayo y franchipán, entre otros, es una especie del género Plumeria oriunda de México, América Central y Venezuela y ampliamente cultivada en zonas tropicales y subtropicales de todo el mundo,además de ser la Flor Nacional de Nicaragua.","Plumeria rubra, de nombre común cacaloxóchitl, cacalosúchil, flor de mayo y franchipán, entre otros, es una especie del género Plumeria oriunda de México, América Central y Venezuela y ampliamente cultivada en zonas tropicales y subtropicales de todo el mundo,además de ser la Flor Nacional de Nicaragua.","Plumeria rubra, de nombre común cacaloxóchitl, cacalosúchil, flor de mayo y franchipán, entre otros, es una especie del género Plumeria oriunda de México, América Central y Venezuela y ampliamente cultivada en zonas tropicales y subtropicales de todo el mundo,además de ser la Flor Nacional de Nicaragua.",,,
787,POL-514A7DA9-2024,Manihot esculenta,Yuca,Es originaria del centro de América del Sur y se ha cultivado en la mayor parte de las zonas tropicales y subtropicales del continente americano.,"Manihot esculenta, llamada comúnmente yuca, aipim, casabe, casava, guacamota, lumu o mandioca, es un arbusto perenne de la familia de las euforbiáceas extensamente cultivado en América, África y Oceanía por sus raíces con almidones de alto valor alimentario. Es originaria del centro de América del Sur y se ha cultivado en la mayor parte de las zonas tropicales y subtropicales del continente americano.",,,"Manihot esculenta, llamada comúnmente yuca, aipim, casabe, casava, guacamota, lumu o mandioca, es un arbusto perenne de la familia de las euforbiáceas extensamente cultivado en América, África y Oceanía por sus raíces con almidones de alto valor alimentario.",
788,POL-E5272A56-2024,Swietenia macrophylla,Caoba,"Swietenia macrophylla también llamado caoba de Honduras o caoba (o caobo) de hoja grande, 'aguano' y 'zopilote',​​ es una especie de árboles originaria de la zona intertropical americana perteneciente a la familia de las Meliaceae.","Swietenia macrophylla también llamado caoba de Honduras o caoba (o caobo) de hoja grande, 'aguano' y 'zopilote',​​ es una especie de árboles originaria de la zona intertropical americana perteneciente a la familia de las Meliaceae. Es cultivado como planta ornamental y por su madera que es muy cotizada y utilizada en ebanistería.​",,,Es cultivado como planta ornamental y por su madera que es muy cotizada y utilizada en ebanistería.​,
789,POL-27E8FF85-2022,Pistia stratiotes,Lechuga de agua,,Pistia stratiotes es la única especie del género monotípico Pistia. Esta planta acuática de la familia Araceae es llamada comúnmente repollito del agua o lechuga de agua.,,,,
790,POL-FDD5840A-2025,Plumeria rubra,Flor de mayo,"Plumeria rubra, de nombre común cacaloxóchitl, cacalosúchil, flor de mayo y franchipán, entre otros, es una especie del género Plumeria oriunda de México, América Central y Venezuela y ampliamente cultivada en zonas tropicales y subtropicales de todo el mundo,además de ser la Flor Nacional de Nicaragua.","Plumeria rubra, de nombre común cacaloxóchitl, cacalosúchil, flor de mayo y franchipán, entre otros, es una especie del género Plumeria oriunda de México, América Central y Venezuela y ampliamente cultivada en zonas tropicales y subtropicales de todo el mundo,además de ser la Flor Nacional de Nicaragua.","Plumeria rubra, de nombre común cacaloxóchitl, cacalosúchil, flor de mayo y franchipán, entre otros, es una especie del género Plumeria oriunda de México, América Central y Venezuela y ampliamente cultivada en zonas tropicales y subtropicales de todo el mundo,además de ser la Flor Nacional de Nicaragua.",,,
